0,0.0027,0.0029,0.0023,0.002,0.0013,0.0058,0.0046,0.0048,0.0031,0.0036,0.0043,0.0021,0.0007,0.0048,0.0054,0.0046,0.005,0.001,0.0024,0.0002
1.8579,1.8183,1.6204,1.8153,1.5875,1.7491,1.9554,1.5127,2.1643,1.7796,1.8367,1.5134,1.7899,2.3521,2.4677,1.9995,1.5456,1.7763,1.658,1.5259,1.6338
0.3058,0.3931,0.2782,0.3245,0.3407,0.2338,0.3791,0.2726,0.3079,0.3656,0.2176,0.3029,0.3503,0.3126,0.3915,0.2911,0.2206,0.2796,0.2904,0.2644,0.2471
6.5308,8.0219,6.8471,6.4363,7.1568,6.8994,8.0106,5.5458,8.3532,6.3097,4.6243,5.306,7.9972,5.9885,6.317,8.7097,4.703,5.6888,6.0625,5.1829,6.0752
0,0.0032,0.002,0.0005,0.0061,0.0013,0.0045,0.0051,0,0.0043,0.0023,0.0016,0.0007,0.0022,0.005,0.0062,0.0006,0.0056,0.006,0,0.003
1.8122,2.4468,1.4418,1.8625,2.0268,1.4983,1.9526,1.4186,1.9086,1.7984,1.4095,1.4535,1.925,2.2567,2.1758,1.9833,1.6292,2.1939,1.7632,1.5992,1.9287
1.6714,2.2598,1.5232,1.4151,1.8198,1.4695,1.4914,1.3238,1.929,1.8944,1.5224,1.6316,1.9384,1.9966,1.8909,2.1318,1.2629,1.5881,1.6751,1.3971,1.5964
4.8069,4.4751,4.6436,4.8179,3.9372,4.0608,4.881,4.429,6.2603,5.0999,4.7757,3.937,5.8587,4.5286,5.2741,5.4036,3.9989,5.6291,4.7692,3.8377,3.8768
0.0431,0.0449,0.0315,0.043,0.035,0.0437,0.0413,0.0414,0.0471,0.0432,0.0417,0.0359,0.0477,0.0402,0.0463,0.05,0.0415,0.0419,0.048,0.0408,0.0465
0.6002,0.5685,0.5015,0.5014,0.6024,0.514,0.7378,0.4071,0.6478,0.574,0.6188,0.5672,0.5414,0.746,0.7687,0.7087,0.4799,0.5981,0.6678,0.5989,0.5939
4.0442,5.2377,2.9699,4.2751,4.2743,3.1476,4.5793,3.866,4.7809,3.9567,3.5935,2.9051,4.3504,4.8137,4.1021,4.1883,3.1563,4.0144,3.3975,4.0354,3.7599
3.3875,3.7189,2.7631,3.4335,2.6592,3.5107,3.977,3.1906,4.1694,4.4217,3.0268,2.5728,4.1525,4.0632,3.4981,3.3251,3.2782,2.9835,3.5184,3.116,3.5513
2.3505,2.7795,2.0289,2.2144,1.9984,1.955,2.1785,2.005,2.4905,2.909,2.2066,2.0106,3.0987,2.2351,2.7126,2.8299,1.7805,2.0806,2.5852,2.0046,1.9975
0,0.0026,0.0009,0.0017,0.0001,0.003,0.0066,0.0024,0.0033,0,0.005,0.0012,0.0061,0.0013,0.0046,0.0046,0.0037,0.0034,0.0018,0.0027,0.0053
0.4006,0.5454,0.2904,0.3757,0.3388,0.3018,0.4134,0.3498,0.4716,0.5115,0.3076,0.3906,0.3638,0.4555,0.4423,0.413,0.3543,0.4057,0.3606,0.3374,0.3768
2.1083,2.5145,1.8137,2.2578,1.8008,2.0433,2.3664,1.6516,2.5676,2.1508,2.0029,1.9686,2.5709,1.9122,2.7214,2.7786,1.8556,2.1712,2.0624,2.0741,1.6389
0,0.005,0.0016,0.002,0.0056,0.0023,0.0056,0.0042,0.0046,0.0065,0.0011,0.0048,0.0052,0.0035,0.007,0.0009,0.0018,0.0043,0.0024,0.0055,0.0029
9.6151,11.2201,7.4542,7.3255,6.3822,9.4313,11.5338,8.4252,9.2036,13.8262,9.6148,10.0802,8.5209,8.3911,10.3452,10.8001,11.6729,12.1873,8.0193,9.8909,10.0613
